filtered text,label
americanair airport to figure this out or can someone tell me now flight is from san juan to san diego,NEUTRAL
americanair if you could let me know where im staying tonight if youve booked anything that would be great do i have to go to the,NEUTRAL
americanair britishairways weeks ago today i arrived in miami and i still dont have my bag absolute disgrace,NEGATIVE
americanair what terminal lhr for aaba doesnt say in boarding pass,NEUTRAL
americanair so am i going to be homeless or do i have a place to stay tonight can you respond to me here so i can go back to sleep,NEGATIVE
americanair at am and have no clue if we have a place to stay or not,NEGATIVE
americanair but really can you dm me on here to verify if youve booked a hotel for our extra night here kinda unsettling to get a call,NEGATIVE
americanair extra night we have to stay in san juan now how can i check on that,NEGATIVE
americanair hey i got a call saying our flight was rescheduled but i cant get through to anyone to see if youre providing a hotel for the,NEGATIVE
americanair emeyerson ggreenwald dont wait on a bag go to walmart and get what you need for tomorrow morning,NEGATIVE
americanair more or less after a night in a party hotel no sleep and a am rebook on our way back to phl httptcogkzrei,NEUTRAL
americanair hi i have koalaxphlord booked as a way savr awrd if i called to chnge it to koalaxphxord would i have to pay any fees,NEUTRAL
americanair been calling different offices already and still no sign of my baggage first time on american air,NEGATIVE
americanair cowboycerrone you apologise for his frustrations amp his disappointment but not your terrible service blameshiftoverload,NEGATIVE
americanair got it worked out had to postpone my trip and pay extra though not easy for a poor graduate student,NEGATIVE
americanair how best to talk with an agent to reschedule cancelled flighted flight no one answers at aa know its busy but need helpthanks,NEGATIVE
americanair i dont want to waste any more of my time on your airline youve already robbed hours of my day but i definitely will,NEGATIVE
americanair me because it might not be so urgent for you but it really is for me,NEGATIVE
americanair ive now been in france two days without changing clothes and nothing to keep me warm so please locate my bag and send it to,NEGATIVE
americanair flight jfklas first the catering was late flight the no push back crew hrs delay,NEGATIVE
americanair flight cancelled flighted nd time cant reach agent to reschedule can you call me,NEGATIVE
americanair my two coats were in that bag so i have been in france with no coat walking around with a t shirt and one clean pair,NEGATIVE
americanair my bag is still in miami and cannot be located how do you loose a bag like that with a tag and everything,NEGATIVE
americanair so i was visiting sju and was returning to paris and they checked my bag at the gate in sju i arrived in paris and nothing,NEGATIVE
americanair speaking languages paid off as the us line left me over min in hold without an answer the latinamerican solved in min,NEGATIVE
americanair yep was in one of my other camera memory card d,POSITIVE
americanair is terrible my flights cancelled flighted and ive been on hold for the past hours never again,NEGATIVE
americanair i certainly hope my la pbi on th has a new plane the seats on feb th flight in reverse god awful,NEGATIVE
americanair hs students from ithaca ny stuck in miami flts xld u wont rebook to get kids home use carrier alliance rulesshouldbend,NEGATIVE
americanair hands down the worst airline to travel with really really fucking bad,NEGATIVE
americanair can you use the aa credit platinum select world mastercard for alaska flights or just american,NEUTRAL
americanair why did aa return to jfk thanks,NEUTRAL
americanair is the phone line open on hold for over hours now your checkin agents cannot help at the airport itself please help,NEGATIVE
americanair what sense is it to charge for a bag service when the service isnt great losing luggage and now missing items this is bs,NEGATIVE
americanair no it isnt sheer incompetence was reigning at dfw today i was there on a plane on the gd runway i doubt you were,NEGATIVE
americanair yes we did make it home but by no means am i happy ive always chosen aa as my st choice when flying im rethinking that,NEGATIVE
americanair still waiting on a dm response sloooowresponses,NEGATIVE
americanair robinreda that can be a stop over before paris you are an embarrassment,NEGATIVE
americanair robinreda being stuck two days in the airport is not something pretty normal i am positive you can find a plane to europe,NEGATIVE
americanair highly disappointed in the baggage service with this merge with usairways you guys have lost our st bag and now missing items,NEGATIVE
americanair just landed hours late flight and now we need to wait twenty more minutes for a gate i have patience but none for incompetence,NEGATIVE
americanair finally called me back but hasnt spoken to me like the worst prank call ever,NEGATIVE
americanair wait times of hours to talk with an exec plt agent what is going on,NEGATIVE
americanair so the one time we upgrade to first class our luggage was open and now missing valuable items that cant be replaced upset,NEGATIVE
americanair please rebook me from seattle to columbus tue locator karaax name mitchell m neuer,NEUTRAL
americanair still no reply to my email sent on th february even sent an email asking for acknowledgment thats it been recieved nothing,NEGATIVE
americanair flight cancelled flighted im trying to get to chicago what are me and justynmoro gonna do flyingflighttravel,NEGATIVE
americanair working over time tonight got delayed days in sju could be worse,NEGATIVE
americanair it doesnt allow me to hold thats the problem,NEGATIVE
americanair has to be the worst airline in the world yousuck horrible oscars,NEGATIVE
americanair reebooked for tomorrow in aa lvdfw at am arriving pm still open this flight,NEUTRAL
americanair usairways add insult to injury you guys misplaced my bag cant believe you have to pay money to be treated this poorly,NEGATIVE
americanair my connecting flight to dfw was cancelled flightled and need to get to ind tomorrow any way i can get this sorted out been holding h,NEGATIVE
americanair i would like to be reimbursed for my shuttle from denver after diversion hours sitting in plane and mech problems,NEGATIVE
americanair please reply how do you mess up my rebook twice,NEGATIVE
americanair ive been on hold for hrs no call bk either family of trying to get from hdn to dfw flight direct need new info plz,NEGATIVE
americanair can you check on he status of my exp membership card need the physical card to access some international lounges soon,NEUTRAL
americanair my flight tomorrow is cancelled flighted you guys just keep letting me down,NEGATIVE
americanair thanks for the champagne aa ordnrt to celebrate my tokyomarathon finish httptcoijxltkx,POSITIVE
americanair im beyond confused here why would you offer an earlier flight when they cancelled flightled i asked for tues please fix,NEGATIVE
americanair im in mex i need to fly to new york city tomorrow my new flight on tuesday is unacceptable please help,NEGATIVE
americanair my moms flight tomorrow cancelled flighted w no notice phone system said callback in hours and its been i need to go to bed,NEGATIVE
americanair im trying to reach the advantage department to add my number to a recent flight,NEGATIVE
americanair i am going to keep these tweets coming till aa does somethingwhich i know is nothinghoping i go waynot likely,NEGATIVE
americanair make sure u insure your luggage as those assholes aa take no fricken responsibilityamp dont believe their lies,NEGATIVE
americanaireveryone its been weeksampthose dickheads aa hadnt contacted methey lost my checked bag amp carryon and havent offer to pay,NEGATIVE
americanair why arent callings going thru it doesnt have me wait or anything and automated stuff is messed up,NEGATIVE
americanair we made it to seattle,NEUTRAL
americanair we will not be flying with you or us air again the changes and cancelled flightations leading up to todays big finale is unacceptable,NEGATIVE
americanair thanks for your apology but its a bit late flight cancelled flighting a flight more than hrs in advance due to weather is ridiculous we,NEGATIVE
americanair you cancelled flightled my flight tomorrow without telling me and i want to rebookplease help me book a new flight what can i call,NEGATIVE
americanair the word failure means an act or instance of failing or proving unsuccessful lack of success nonperformance of something due,NEGATIVE
americanair why offer automated call back option when agent is available only to call me amp have me sit on hold at am onholdfordays,NEGATIVE
americanair do you have the phone number of a supervisor i can speak to regarding my travels today,NEGATIVE
americanair hanging up on customers with no chance for a callback is a failure of customer service am est and no one can answer,NEGATIVE
americanair to think that im a priority member wonder how you treat the plebes i know which rewards card im cancelled flightling immediately,NEGATIVE
americanair for the past hours call volume is so high that no one can take my call to cancelled flight my itinerary youredoingitwrong,NEGATIVE
americanair worst airline you cancelled flight flight dont let me know i wait on hold mins told to enter callback for middle of the night,NEGATIVE
americanair did you guys just give up helping people your phone tree just hangs up on me and i have a flight tomorrow connection pending,NEGATIVE
americanair you called back just to put me on hold its midnight literally just want to know how im getting home and im getting no help,NEGATIVE
americanair flight delayed hours no one at americanairlines counter can tell my husband that he will be on that flight help,NEGATIVE
americanair this has happens so many times its just upsetting to see how poorly an airline treats their customers,NEGATIVE
americanair seriously there arent any reps available to take phone calls even for platinum,NEGATIVE
americanair overall lack of attention or foresight when managing flights,NEGATIVE
americanair now we are all stuck on the plane after landing because crew unable to figure it out,NEGATIVE
americanair also been on hold for minutes with your customer service to find out when my new flight is scheduled bc your site sucks,NEGATIVE
americanair yes and without my bags first class tickets to tahiti would be nice just saying,NEGATIVE
americanair err hour wait time for the exec plat line,NEGATIVE
americanair can you please connect these two reservations together and also add a child in a lap kevolt and sozldj march thanks,NEUTRAL
americanair do i have to even say anything over hours on hold no one has ever sucked as much as you httptconcrmqibiwo,NEGATIVE
americanair my flight out of cll wont let me check in please help importantflight,NEGATIVE
americanair your agent sent our family on diff planes to dfw that were as late flight due to delay as the cancelled flighted plane that started this fail,NEGATIVE
americanair finally got a call from aa but it was an automated voice that hung up on me i called back amp it says itll be more hours,NEGATIVE
americanair ive been on hold another hour and still nothing my cancelled flighted flight was supposed to be six hours from now stranded,NEGATIVE
americanair wasnt offered a flight out of phl until tuesday so had to ask to be booked to houston instead of austin,NEGATIVE
americanair will do id think though that a literally identical itinerary to your sample itineraries would work maybe need to update,NEUTRAL
americanair i am running out of battery you have my chargersclothescoatcontact lenses need to be in mtg tom need help pathetic service,NEGATIVE
americanair flight from mem to dca delayed hours now holding breath while they keep me trapped hours to deice scareair,NEGATIVE
americanair stuck in airplane both on way out of phl and again in houston all passengers frustrated makes me want to avoid airline,NEGATIVE
americanair bag turned up no thanks to your useless callcentre and useless website,NEGATIVE
americanair flight from phl to austin cancelled flighted headed to houston delayed now have to pay to rent a car and drive hrs to austin,NEGATIVE
americanair i understand the weather issues i dont understand how i was not notified of the cancelled flightlation and had to realize it so late flight,NEGATIVE
americanair why wont u deliver my luggage almost two days and holding on the phone for over hrs help,NEGATIVE
americanair whoooo hooooo just crossed at my current pace i should reach for the year,POSITIVE
americanair would like to talk to someone please follow,NEUTRAL
americanair you have now lost my luggage for hours holding for hrs on phone wtf is this how you treat your loyal passengersstranded,NEGATIVE
americanair nashinmypants lmao this is so funny,NEUTRAL
americanair have been waiting over three hours to talk to someone to rebook a flight due to weather does call back service actually work,NEGATIVE
americanair the service received by both of us was rude and well below my expectations of your airline that is whats most frustrating,NEGATIVE
americanair i was on a flight for tomorrow and my reservation is coming up help me,NEUTRAL
americanair please dm me a way to get in touch with someone that can help im platinum aa and considering quitting aa bc of this,NEGATIVE
americanair thanks for following up i think its fair to refund the ticket price and the two one way rental cars i had to buy,POSITIVE
americanair it was my friend she shouldnt have been scheduled so close together at lax then not reimbursed its costing her hrs amp,NEGATIVE
americanair understood thanks anyway,POSITIVE
americanair so what are you going to do for me since i cant take the option you gave me what type of refund will you do for me,NEGATIVE
americanair i was on today to yyz i had a bit of a bag issue that was cleared up beautifully thank you to all of the check in,POSITIVE
americanair sounding like they just got bitchslapped by juliasinton,NEGATIVE
americanair when will tomorrows flight cancelled flightlations at dfw for aa flights be posted we are on at am from lax,NEGATIVE
americanair gate agent jan l at phoenix was at least able to get my younger daughter seated near my wife thank you,POSITIVE
americanair ive been on hold with international award reservations for almost hours keeps calling me what is going on,NEGATIVE
americanair can someone actually either call back or help me figure out how im getting home,NEGATIVE
americanair youre my early frontrunner for best airline oscars,POSITIVE
americanair can i get home before or no,NEGATIVE
americanair i left something on my flight from ord to sfo earlier today and believe its on the plane back at ord now please help,NEUTRAL
americanair how is hanging up on customers because of high volume customer service tried to resolve via dmstill waitingso bad aafail,NEGATIVE
americanair i was told it would be emailed to me but i havent received anything yet how can i followup,NEGATIVE
americanair all good im catching the p flight tonight thanks for the response,POSITIVE
americanair thats interestingagent told me so sadly another booked passenger didnt make it to gate by push back so i made it on,NEGATIVE
americanair flight cancelled flightled website refers to the hangs up on me not autorebooked really horrible company,NEGATIVE
americanair booked aa departing jfk it was booked via ba and i want to change my ff to aa can you do that for me via twitter,NEUTRAL
americanair we have been sitting on this bird aa for hrs on the dfw tarmac some water would be nice wheres your manners,NEGATIVE
americanair i need to know what to do my flight has been cancelled flightled and i cant speak to anyone help,NEGATIVE
americanair been calling your for hours to reschedule a flight to dfw due to weather and your wont even let me stay on hold,NEGATIVE
americanair thanks she did her best staying the night in dallas new trial to detroit via atlanta tomorrow assuming no cancelled flightlations,NEGATIVE
americanair your customer service is a disgrace,NEGATIVE
americanair joanna did a wonderful job thank her for me,POSITIVE
americanair she got to the gate just in time to watch the plane push back minutes was all she needed glad weve relatives nearby,NEGATIVE
americanair first flight is cancelled flightled been on hold for hours need information and getting none help,NEGATIVE
americanair get a new crystal ball cancelled flight flights before weather hits to rebook me on flight during looking like nights hotel on me,NEGATIVE
americanair yes shows cancelled flightled amp asks for her to contact you at number,NEGATIVE
americanair thanks are they really open am pm every day any way to check they are open before going all the way there thanks,POSITIVE
americanair toby hates you lol,NEGATIVE
americanair thanx for replying dm sent,POSITIVE
americanair what i am put off by is the fact that no gate supervisor has tried to come by and communicate with us,NEGATIVE
americanair not anymore,NEGATIVE
americanair need to change flight but the cs is telling me it cant take my call cant change online please help flight is this week,NEGATIVE
americanair hours and still no bag could have flown to costa rica and back by now i had gifts for my family in my bags,NEUTRAL
americanair no when i call aa now i cant even get on holdcan you help me,NEGATIVE
americanair lieslieslies worst travel experience of my life day no clothes on vaca lostluggage unprofessional pit mia,NEGATIVE
americanair arminrosen ggreenwald tell that piece of shit to get fucked ill fly exclusively with you for life,NEGATIVE
americanair i have continued contacting your phone reps for hours and am still unable to get through thats absurd and i am livid,NEGATIVE
americanair thanks,POSITIVE
americanair probably had money on bensonhenderson they said to hell with cowboycerrone lol,NEUTRAL
americanair dfw gate to bmi agent seriously is beyond incompetent never flying aa again if can be avoided fail pathetic,NEGATIVE
americanair im going to speak with customer service at the airport tomorrow morning and see what my options are i need a flight tomorrow,NEUTRAL
americanair can we get a status update on flight are we going to make it home tonight,NEUTRAL
americanair in my hotel now thank you,POSITIVE
americanair i have almost million miles w u so i am loyal to u when r u going to reciprocate what a joke,NEGATIVE
americanair thank you for holding we apologize for the delay in answering your call to speak to a representative please continue to hold,NEGATIVE
americanair weather was not involved,NEGATIVE
americanair dogbuckeye no i was on hold for hours diff agents each w different information frustrating kept getting txfd,NEGATIVE
americanair im still on hold if youre wondering hours minutes and counting servicefail onholdforever suboptimal,NEGATIVE
americanair i have never seen such incompetency from a gate agent in years of business travel dfw b gate agent needs training or new job,NEGATIVE
americanair nrosenb it says changes cant be made online,NEGATIVE
americanair whats the status of flights for tuesday out of dallas,NEUTRAL
americanair hey you cancelled flightled my flight and i cant get someone on the phone to rebook hour wait minimum can i get some service,NEGATIVE
americanair our ft tusdfw wcx to lga tomorrow cancelled flighted hrs so far waiting for call back what should we do need to get to nyc,NEGATIVE
americanair usairways and our meals are also on us because this company does not care about their customers truly disgraceful,NEGATIVE
americanair by far the best example of the worst company cowboycerrone,NEGATIVE
americanair usairways cost me a day of vacation hotel stay day of dog boarding and a day of airport parking,NEGATIVE
americanair got my bags this morning thanks,POSITIVE
americanair joanna is wonderful new flight booked by a very friendly and helpful agent during a very stressful day thank you,POSITIVE
americanair usairways and the way i have been spoken to by dfw and mia employees is truly disgusting save the pain fly with anyone else,NEGATIVE
americanair im home amp only hr late flight no thanks to your service centre their plan involved flight legs all across na and full days,NEGATIVE
americanair thx for losing my bag how hard is it to care for a bag w priority on itwhy do u cont to not care for eps,NEGATIVE
americanair ok no worries thanks for the straight story its appreciated,POSITIVE
americanair thank you for the response when i book ive tried my aa number and my us airways number and each time it doesnt pick it up,NEUTRAL
americanair to my destination after waiting hours and missing our second flight with them our luggage made the flight though,NEGATIVE
americanair flights out of dallas on tuesday are not going to be cancelled flightled correct,NEUTRAL
americanair that luggage you forgotmiahe just won an oscar,NEGATIVE
americanair cost me day of vacation and all i got was a rude woman tell me to go to another country and figure out how to get,NEGATIVE
americanair you should really help cowboycerrone out you are getting a ton of bad publicity right now willneverflywithyou,NEGATIVE
americanair flight number,NEUTRAL
americanair it looks like a mistake,NEUTRAL
americanair lost lesliewolfson luggage on flight yesterday morning miami to newyork lga no response and no luggage more than hrs ltr,NEGATIVE
americanair wow thats helpful,POSITIVE
americanair at the gate when i get off the plane,NEUTRAL
americanair can you take care cowboycerrone please thanks,NEUTRAL
americanair nlrphoto those are very beautiful photos thx would marketing dept be interested in buying,POSITIVE
americanair no worries youre swamped i know just dmd back thank u,NEUTRAL
americanair we made it so no worries you guys did good tonight and even put espncoachmack on my flight firstclass,POSITIVE
americanair by answering as fast as they can you mean hanging up on every call,NEGATIVE
americanair but at least your automated message gives me info about your merger w usairways another airline i know to avoid,NEGATIVE
americanair done i hope you can offer something,NEUTRAL
americanair that hr wait became a hr one and yall claimed to have sent an email yeah that never happened flydelta,NEGATIVE
americanair its been hrs of wait on the phone a worst customer services b trying to know where my suitcase is and way more angry,NEGATIVE
americanair why dont you take care of cowboycerrone flight screw ups,NEGATIVE
americanair wht n experience waa reservations service tried to be patient with rep and she just disconnects me aa do u record conv,NEGATIVE
americanair any info for cancelled flightled flight tomorrow morning out of dfw cant get calls through to speak with anyone,NEGATIVE
americanair ticks me off,NEGATIVE
americanair my fly is if do you have some news,NEUTRAL
americanair thanks for info on super large passengers the extra seat mr big needed was the one i was sitting in already customerservice,NEGATIVE
americanair today after yrs no longer my preferred airline,NEGATIVE
americanair thanks two hours to go inflight then hotel hang in there with all the dfw travel delays aa team,NEGATIVE
americanair appreciate your system is busy but when i call having your automated system hang up on me is not helpful,NEGATIVE
americanair next time my flights cancelled flightled id appreciate some indication email text carrier pigeon app didnt even warn at check in,NEGATIVE
americanair nope i have not been rebooked,NEGATIVE
americanair online flight notification is down,NEUTRAL
americanair i am platinum i am flying usair and they have stranded me in clt not answering phones did not rebook me please help,NEGATIVE
americanair is aa to são paulo taking off today your colleagues wont tell us any thing,NEGATIVE
americanair flight tomorrow am status please thanks,NEUTRAL
americanair you cant change my flights and not have enough operators to handle calls unacceptable americanairlines,NEGATIVE
americanair you have a lot on your plate flight dealing with cancelled flightlations and weather tonite those are more important i know you will respond,POSITIVE
americanair flight delayed flight you sold my seat flight strand me in phx for three hours thanks for the memories,NEGATIVE
americanair i paid extra for my seat amp the monitor didnt work from on aa how about a refund on the seat conf mdbeei mcmullen,NEGATIVE
americanair how nice it would be if you had helpful flight attendants instead of the rude nasty ones you employ whyareyouyelling,NEGATIVE
americanair yes however the seats they assign us that day are never together i just want to sit with my husband why is that impossible,NEGATIVE
americanair any luck,NEUTRAL
americanair group cancelled flights close to a thousand flights monday httptcovradykep,NEUTRAL
americanair its been almost days and its still frozen thanks doll,NEGATIVE
americanair line of people to rebook at mia now virtual hold on rebook line just hangs up during call back httptcoupazefdl,NEGATIVE
americanair found out my flight tomorrow was cancelled flightled amp got in the queue for a callback hours agostill nothing can i get rebooked,NEGATIVE
americanair looking for status of flight schedule for am tomorrow morning thank you,NEUTRAL
americanair thanks for your canned response that makes it look like you care about your customers im sure all twitter users fall for it,NEGATIVE
americanair yes but should be able to get a push notification via the app if im logged in and on a trip emailtext is so,NEGATIVE
americanair cowboycerrone ratchet airway,NEGATIVE
americanair how do i check reservation for joe watson and kelsey jennings we were on hold for hours waiting for call back now eta,NEGATIVE
americanair is the new spiritairlines and both are worse than taking the greyhoundbus americanairlines nocustomerservice fail,NEGATIVE
americanair my flight tomorrow from slc to dfw aa cancelled flighted can you help me get there,NEGATIVE
americanair what are the odds my bag was picked up by someone not me while in another country because it says it hasnt been located yet,NEGATIVE
americanair better do the right thing and take care of cowboycerrone or els youre losing business,NEGATIVE
americanair have been waiting for a call back for over two hours jan to die tomorrow at am cancelled flightled what are my options,NEGATIVE
americanair i already landed but if you still care it was thanks for the help though do you k ow what caused the failure,NEUTRAL
americanair one staff on desk now been queuing for over an hr,NEGATIVE
americanair anything you can do,NEUTRAL
americanair and even worse by the time you responded to my tweets i took two flights over five hours and that was the quickest response,NEGATIVE
americanair on top of that my online record was unavailable as well and then couldnt get anyone on the phone,NEGATIVE
americanair my exboyfriend picks up my calls more than you do cancelled flightedflight nocustomerservice americanairlines fail,NEGATIVE
americanair hey aa a suggestion note on your seat maps what seats have electronics box blocking legroom aa httptcohcnnwxqqr,NEGATIVE
americanair why are you still selling tickets when you havent rebooked people to arrive at their destinations on time,NEGATIVE
americanair didnt really need anything saw your mentions are often negative keep up the good work gratitude,POSITIVE
americanair americanview sweet home chicago httptcojiclvdts,POSITIVE
americanair ltaljx from dca to oma this morning all of the staff that helped me fix my problem were so helpful goodthingscome thanks,POSITIVE
americanair ti oh shiz im only minutes into my wait after the first hour barrier unbelievable,NEGATIVE
americanair wow americanair still screw n stuff up,NEGATIVE
americanair i just checked the app and it said my flight had been moved back a day no explanations why no answer on the number,NEGATIVE
americanair employees are racist,NEGATIVE
americanair this is pathetic customer service why have bag tags barcodes and computers if your response is not yet located,NEGATIVE
americanair i hope it takes you hours to get home when it should take my flight was cancelled flightled because they couldnt staff the plane,NEGATIVE
americanair souljacoy what is aa going to do to fix their utterly embarrassing customer service you wont even answer the dang phone,NEGATIVE
americanair not yet im next in the terminal a customer service area,NEGATIVE
americanair and it gets betterother passengers rebooked direct on other airlines whereisthelove whybeaaff,NEGATIVE
americanair i need to speak to a real person my flight was cancelled flightled with no explanation and ive been on hold for more than hours,NEGATIVE
americanair you have let me down seriously unhappycustomer,NEGATIVE
americanair duanenclark ever think about being prepared and bringing in more people does anyone have any business sense at aa,NEGATIVE
americanair why do i have to wait for hours to talk to someone when you changed my flight,NEGATIVE
americanair due to gate agents i missed my connecting flight to mexico citynot a happy customer aa lets correct this,NEGATIVE
americanair she doesnt have twitter,NEUTRAL
americanair at some point u need to tell passengers what is going on at jfk waiting to get on flight it is a mess,NEGATIVE
americanair its not that its the rude agent who wouldnt listen to anything i would say and it clearly fit into the sizer,NEGATIVE
americanair seriously i do not want to wait hours for a flight when i have to prepare for a family funeral,NEGATIVE
americanair your gate agents at dfw gate b are pathetic tonight terrible communication stories changing and apathetic,NEGATIVE
americanair i was worried when my bag went san to dca hours before me but our reunion was an organized breeze httptcouoaryqpu,NEGATIVE
americanair yea no worries im just going home to denver not your fault weather sucks bad,NEUTRAL
americanair ive been tryin to use my voucher to book a flight the last days lines are busy plse help methe flight may go up,NEGATIVE
americanair yes thanks for checking very cramped but got on amp made it safely flying back tomorrow at pm httptcocsddccmvbd,POSITIVE
americanair is the worst airline to ever travel with the worst theyre equivalent to dirt,NEGATIVE
americanair great flight experience again sfojfk dare i say it a consistent high quality on a legacy airline keep it up guys,POSITIVE
americanair pretty bad at dfw no updates two flights behind doors open breeze no america airlines workers httptcombkmdnw,NEGATIVE
americanair great thank you,POSITIVE
americanair yes and the auto rebook confirmed an outbound that departs after the return flight fire the software programmers,NEGATIVE
americanair im getting calls from but the calls seem to drop instantly is there any alternate avenue for resched support,NEGATIVE
americanair supposed to arrive at my destination tonight american rebooks me for wednesday where am i staying until then,NEGATIVE
americanair usairways how can you have no food on a hour flight from columbus to phoenix starving and pissed off cant eat go go,NEGATIVE
americanair jal and cathay pacific so no i cant do it online,NEGATIVE
americanair what is the status of flight tomorrow,NEUTRAL
americanair but i just missed it because no one is at the gate to marshall us in so now i have to rent a car amp drive hrs so thanks,NEGATIVE
americanair the pilot told us they would release bags as well as offer hotel vouchers neither happened,NEGATIVE
americanair my understanding is they were able and did for many other flights but chose not to for this one,NEGATIVE
americanair hey so im very disappointed with my time traveling with you ive had the worst experience and both times the flight delayed,NEGATIVE
americanair minutes,NEGATIVE
americanair having trouble getting rebooked,NEGATIVE
americanair i understand im feeling cranky i called aas bag tracker number and heard your bag has not been located,NEGATIVE
americanair aa jfk to las,NEGATIVE
americanair im willing to hold for an agent you arent being helpful you keep hanging up on me americanairsucks hiremorepoeple,NEGATIVE
americanair i have been trying to speak with an agent the whole day about my cancelled flightled flight what i can do,NEGATIVE
americanair need to go frm tpa to mci tmrw amp my connection thru dfw is cancelled flightled can u connect me thru a diff city been on hold for hrs,NEGATIVE
americanair any hints to get through to and stay connected with you to rearrange weather relate flightd cancelled flights hours in now wnothing,NEGATIVE
americanair no gate agent after minutes to let us off the plane wtw grounds crew is here hope youre ready to cover my delay,NEGATIVE
americanair you cant even get someone on the phone great story for the media,NEGATIVE
americanair jason youll end up missing your connection please see our dfw agents for assistance nope hasnt taken off yet still,NEGATIVE
americanair finally made it to chicago hours late flight did get a food voucher for my waitabout perhr never again good bye,NEGATIVE
americanair instead of putting the burden on your customers do the right thing and get more gate agents,NEGATIVE
americanair guys in dfw stuck at the gate for half an hour do we pull the slide or what,NEGATIVE
americanair plz kys i have been sitting in this plane for an hour i want to leave,NEGATIVE
americanair after all that weve been through today as a courtesy to not allow a passenger with an oxgen tank sit up there is bad business,NEGATIVE
americanair now youve cancelled flightled my flight first a priority ticket bumped and now this youre losing customers people are furious,NEGATIVE
americanair i finally got someone on the phone so no worries,NEGATIVE
americanair it that you say is going to help us give me a number to call that isnt a recording w a hour wait time,NEGATIVE
americanair ok pilots are looking for agents they jumped out flt dfw this is crazy,NEGATIVE
americanair no youre not youre trying to book me past when i need arrive but youre still selling seats on the day im trying travel,NEGATIVE
americanair because you wont get our bags for us because you said they would go on to cincinnati even though we cant who exactly is,NEGATIVE
americanair you all should really be ashamed the entire business class cabin is empty and almost all of first class,NEGATIVE
americanair you could only get us on a flight minutes before the funeral starts were stranded in dallas wo luggage for days,NEGATIVE
americanair just cancelled flightled my am flight tomorrow with out informing me at all today then booked one in days and no customer service,NEGATIVE
americanair thanks i note some but not all flights are cancelled flightled are only some aircraftrunways working out of dfw todaytomorrow,NEGATIVE
americanair we knew it was not going to leave but we had hours waiting that was the hurry,NEGATIVE
americanair we tried we are headed to a funeral in cincinnati and your people didnt even tell us we could get on standby,NEGATIVE
americanair they dont even give an option to hold just say lines are busy plz try late flightr,NEGATIVE
americanair i will be writing a very detailed letter to you all about this experience today i have never experienced such awful cs ever,NEGATIVE
americanair the delay is nothing but the personnel being so combative up to the point of saying whats the hury the plane is not leaving,NEGATIVE
americanair delta rerouted of my bags onto aa miacur how can i see if they made it onto the flight,NEGATIVE
americanair would have been nice if the agents were at the very least courteous since the delay was aas fault,NEGATIVE
americanair your logo looks like d glasses,NEUTRAL
americanair no private msg me and will provide detailsu really need customer svc training for your staff,NEGATIVE
americanair and let flt know im coming gate crew have yet to arrive to let us off flt dfw,NEGATIVE
americanair you guys should really improve the service experience with your on site personnel this has been one of the worst experiences,NEGATIVE
americanair expedia are killing me over hours to get no human to help me,NEGATIVE
americanair ticket agent servicing at least people on line waiting for an hour and a half and your phones hang up on people,NEGATIVE
americanair yeah rebooked for tomorrow morning but extremely disappointed to miss a wedding,NEGATIVE
americanair americanview new paint scheme looks great usairways httptcogtumhbh,POSITIVE
americanair thanks for the call on my cancelled flightled flight not flight booking problems me for tues no good weather caused me leave early,NEGATIVE
americanair on plane for jfkgtsfo been sitting here for hours waiting for push crew how is this acceptable,NEGATIVE
americanair waiting for you to pick up coming up on hours now httptconopqxisbs,NEGATIVE
americanair hey flight in dfw stuck at gate with no gate agent plane full of people missing connections,NEGATIVE
americanair so weve now been driving across dfw for over mins thats half fucking way to texarkana shouldhavedriven,NEGATIVE
americanair can you tell me why all flights from xna dfw are cancelled flightled for tomorrow morning already,NEGATIVE
americanair thank you for the update,POSITIVE
americanair pathetic service,NEGATIVE
americanair dallasfort worth flight number,NEUTRAL
americanair oh it can get better apparently after making us wait for a gate psych now we need you to deice before coming to the gate,NEGATIVE
americanair if you could get the gate crew to help us off flt that would be great,NEUTRAL
americanair is the situation at jfk this evening is going to get better or worse do not cancelled flight a flight like yesterday after h delayed,NEGATIVE
americanair ya but u werent sitting on the plane,NEGATIVE
americanair i know you cant control weather but you can control how you treat customersshafted,NEGATIVE
americanair i have tried to talk to someone for almost hrs you cancelled flightled my flight and you wont pick up the phone pathetic amp very sad,NEGATIVE
americanair yes hes in the next flight,NEUTRAL
americanair several hrs late flight and characters wont do it cheers though,NEGATIVE
americanair my wifes flight is cancelled flightled told to call no one answers how do we book a flight help us please,NEGATIVE
americanair not in any way that i am happy with or find acceptable if i could speak to a human maybe that would happen,NEGATIVE
americanair hi my flight to dfw was cancelled flightled tonight called in and left my number for call back its been hrs please help,NEGATIVE
americanair hi i have my name email and aadvantage but website wont let me reset password can we troubleshoot together thanks,NEUTRAL
americanair still looking as we speak,NEUTRAL
americanair were on aa landed at pm in miami but waiting for a gate can someone on your team help us out,NEGATIVE
americanair where are my bags baggage claim c or c flt i can see the plane from here why does it take min,NEGATIVE
americanair is there only one call centre i know its busy right now really need to speak to agent not computer,NEGATIVE
americanair you guys fail again all i need to do is use my voucher for a ticket but i cant do it online yourphonesystemsucks,NEGATIVE
americanair shoutout to all the ground crews working in the cold thanks for what yall do amp social media team for customer service,POSITIVE
